order_id,order_date,product,category,region,sales_channel,quantity,unit_price,revenue,customer_id
ORD-105968,2024-04-30,Notebook Set,Office Supplies,Europe,Direct Sales,3,9.48,28.44,CUST-2715
ORD-103294,2024-04-30,Wireless Mouse,Electronics,Asia Pacific,Online,5,18.17,90.85,CUST-2867
ORD-106632,2024-04-30,Resistance Bands,Fitness,North America,Online,2,13.82,27.64,CUST-2321
ORD-100522,2024-04-30,Stapler,Office Supplies,Europe,Online,4,8.59,34.36,CUST-3008
ORD-106686,2024-04-30,Ergonomic Chair,Furniture,Europe,Online,5,209.51,1047.55,CUST-3368
ORD-102391,2024-04-30,Stapler,Office Supplies,Europe,Retail Partner,5,8.99,44.95,CUST-2023
ORD-102219,2024-04-30,Mechanical Keyboard,Electronics,Europe,Online,4,80.07,320.28,CUST-1749
ORD-104984,2024-04-30,Bookshelf,Furniture,Asia Pacific,Direct Sales,2,91.07,182.14,CUST-3017
ORD-101177,2024-04-30,Foam Roller,Fitness,Europe,Online,4,20.17,80.68,CUST-1100
ORD-103912,2024-04-30,Foam Roller,Fitness,Europe,Online,2,18.16,36.32,CUST-2684
ORD-104247,2024-04-30,Whiteboard,Office Supplies,Asia Pacific,Online,5,41.36,206.8,CUST-3590
ORD-101112,2024-04-30,Standing Desk,Furniture,North America,Direct Sales,2,324.93,649.86,CUST-3071
ORD-103193,2024-04-30,Foam Roller,Fitness,North America,Online,1,20.14,20.14,CUST-2759
ORD-107799,2024-04-30,Mechanical Keyboard,Electronics,Asia Pacific,Online,2,78.25,156.5,CUST-3083
ORD-105780,2024-05-01,Stapler,Office Supplies,Asia Pacific,Online,1,8.4,8.4,CUST-1708
ORD-105952,2024-05-01,Standing Desk,Furniture,North America,Online,4,326.34,1305.36,CUST-2510
ORD-102553,2024-05-01,Foam Roller,Fitness,North America,Direct Sales,3,19.63,58.89,CUST-1146
ORD-102992,2024-05-01,Stapler,Office Supplies,Europe,Retail Partner,4,8.15,32.6,CUST-3828
ORD-104580,2024-05-01,Standing Desk,Furniture,Asia Pacific,Retail Partner,3,326.65,979.95,CUST-1711
ORD-100887,2024-05-01,Whiteboard,Office Supplies,Asia Pacific,Online,3,36.23,108.69,CUST-2347
ORD-102860,2024-05-01,Sticky Notes Pack,Office Supplies,Asia Pacific,Online,5,4.84,24.2,CUST-1574
ORD-106251,2024-05-01,Whiteboard,Office Supplies,Asia Pacific,Retail Partner,4,41.49,165.96,CUST-1816
ORD-104955,2024-05-01,Ergonomic Chair,Furniture,Latin America,Online,5,230.89,1154.45,CUST-3039
ORD-101114,2024-05-01,Notebook Set,Office Supplies,North America,Online,5,8.96,44.8,CUST-2899
ORD-102850,2024-05-02,Bookshelf,Furniture,Latin America,Direct Sales,2,82.61,165.22,CUST-3720
ORD-103181,2024-05-02,Notebook Set,Office Supplies,Latin America,Retail Partner,4,9.16,36.64,CUST-1172
ORD-105762,2024-05-02,Foam Roller,Fitness,North America,Direct Sales,5,17.42,87.1,CUST-2835
ORD-103257,2024-05-02,Mechanical Keyboard,Electronics,Asia Pacific,Online,3,80.77,242.31,CUST-2817
ORD-105167,2024-05-02,Water Bottle,Fitness,North America,Retail Partner,2,12.37,24.74,CUST-3046
ORD-106455,2024-05-02,Whiteboard,Office Supplies,North America,Online,2,37.94,75.88,CUST-2053
ORD-102889,2024-05-02,Whiteboard,Office Supplies,North America,Online,4,38.49,153.96,CUST-1656
ORD-103692,2024-05-02,Standing Desk,Furniture,North America,Retail Partner,2,348.8,697.6,CUST-1263
ORD-106518,2024-05-02,Foam Roller,Fitness,North America,Online,5,17.59,87.95,CUST-3944
ORD-102465,2024-05-02,Bookshelf,Furniture,North America,Online,4,83.8,335.2,CUST-2501
ORD-106381,2024-05-02,Wireless Mouse,Electronics,Europe,Online,2,17.86,35.72,CUST-1989
ORD-106203,2024-05-02,Sticky Notes Pack,Office Supplies,North America,Retail Partner,5,4.72,23.6,CUST-1894
ORD-100542,2024-05-02,Ergonomic Chair,Furniture,Europe,Online,1,237.35,237.35,CUST-3332
ORD-107572,2024-05-02,Yoga Mat,Fitness,Europe,Online,5,29.34,146.7,CUST-3904
ORD-100051,2024-05-02,Adjustable Dumbbells,Fitness,Asia Pacific,Online,1,124.35,124.35,CUST-2767
ORD-101769,2024-05-03,Desk Lamp,Furniture,Europe,Retail Partner,3,25.7,77.1,CUST-1709
ORD-105910,2024-05-03,Notebook Set,Office Supplies,Europe,Retail Partner,4,9.28,37.12,CUST-1143
ORD-107947,2024-05-03,Resistance Bands,Fitness,Europe,Online,5,14.56,72.8,CUST-3197
ORD-103039,2024-05-03,Notebook Set,Office Supplies,Europe,Retail Partner,3,9.31,27.93,CUST-1711
ORD-103152,2024-05-03,Foam Roller,Fitness,North America,Retail Partner,2,19.72,39.44,CUST-2855
ORD-104491,2024-05-03,Whiteboard,Office Supplies,Europe,Retail Partner,3,39.92,119.76,CUST-3972
ORD-105233,2024-05-03,Foam Roller,Fitness,Asia Pacific,Online,5,19.8,99.0,CUST-2299
ORD-104826,2024-05-03,Bookshelf,Furniture,North America,Online,5,83.59,417.95,CUST-3111
ORD-100992,2024-05-03,Ergonomic Chair,Furniture,North America,Retail Partner,1,196.86,196.86,CUST-2466
ORD-100397,2024-05-03,USB-C Hub,Electronics,North America,Online,4,36.21,144.84,CUST-1350
ORD-103836,2024-05-03,Stapler,Office Supplies,North America,Online,2,9.03,18.06,CUST-1513
ORD-103908,2024-05-03,Ergonomic Chair,Furniture,North America,Online,2,216.82,433.64,CUST-2007
ORD-104790,2024-05-03,Fountain Pen,Office Supplies,Asia Pacific,Retail Partner,5,23.83,119.15,CUST-1107
ORD-104655,2024-05-04,Resistance Bands,Fitness,North America,Retail Partner,2,14.8,29.6,CUST-3673
ORD-101786,2024-05-04,Bookshelf,Furniture,North America,Online,1,91.69,91.69,CUST-3486
ORD-107217,2024-05-04,Foam Roller,Fitness,North America,Online,5,17.54,87.7,CUST-3554
ORD-105000,2024-05-04,Notebook Set,Office Supplies,North America,Direct Sales,4,9.27,37.08,CUST-2848
ORD-102744,2024-05-04,Water Bottle,Fitness,North America,Online,2,12.14,24.28,CUST-3799
ORD-102093,2024-05-04,Fountain Pen,Office Supplies,Latin America,Direct Sales,3,22.43,67.29,CUST-1201
ORD-105279,2024-05-04,Stapler,Office Supplies,Latin America,Online,3,8.94,26.82,CUST-1816
ORD-100837,2024-05-04,Notebook Set,Office Supplies,Europe,Online,1,10.39,10.39,CUST-1488
ORD-103023,2024-05-04,Notebook Set,Office Supplies,Europe,Online,3,8.72,26.16,CUST-3377
ORD-106914,2024-05-04,Foam Roller,Fitness,Latin America,Retail Partner,5,18.35,91.75,CUST-3355
ORD-102812,2024-05-04,Foam Roller,Fitness,North America,Retail Partner,3,18.51,55.53,CUST-1471
ORD-104843,2024-05-04,Whiteboard,Office Supplies,North America,Online,5,36.03,180.15,CUST-1521
ORD-105464,2024-05-04,Sticky Notes Pack,Office Supplies,Asia Pacific,Retail Partner,3,4.92,14.76,CUST-1437
ORD-102510,2024-05-04,Notebook Set,Office Supplies,Europe,Online,2,8.94,17.88,CUST-1877
ORD-106970,2024-05-04,Webcam HD,Electronics,Europe,Direct Sales,3,45.15,135.45,CUST-3713
ORD-106114,2024-05-04,Water Bottle,Fitness,North America,Direct Sales,4,11.5,46.0,CUST-3237
ORD-105716,2024-05-05,Standing Desk,Furniture,Latin America,Online,5,310.13,1550.65,CUST-2261
ORD-103964,2024-05-05,Bookshelf,Furniture,Latin America,Retail Partner,1,87.75,87.75,CUST-3570
ORD-101703,2024-05-05,Mechanical Keyboard,Electronics,North America,Online,2,77.68,155.36,CUST-1905
ORD-105942,2024-05-05,Mechanical Keyboard,Electronics,Asia Pacific,Retail Partner,2,82.46,164.92,CUST-3308
ORD-100101,2024-05-05,Stapler,Office Supplies,North America,Online,2,8.95,17.9,CUST-1756
ORD-104158,2024-05-05,USB-C Hub,Electronics,North America,Retail Partner,5,31.23,156.15,CUST-3438
ORD-105176,2024-05-05,Sticky Notes Pack,Office Supplies,Asia Pacific,Online,2,5.17,10.34,CUST-2657
ORD-104577,2024-05-05,Foam Roller,Fitness,Latin America,Online,5,20.75,103.75,CUST-1003
ORD-101084,2024-05-05,Mechanical Keyboard,Electronics,Latin America,Online,1,70.51,70.51,CUST-1821
ORD-106708,2024-05-05,Yoga Mat,Fitness,Europe,Retail Partner,5,26.06,130.3,CUST-3744
ORD-104163,2024-05-05,Sticky Notes Pack,Office Supplies,North America,Retail Partner,2,4.83,9.66,CUST-2139
ORD-107499,2024-05-05,Mechanical Keyboard,Electronics,Latin America,Online,3,83.53,250.59,CUST-2566
ORD-106650,2024-05-05,Whiteboard,Office Supplies,Asia Pacific,Retail Partner,2,39.18,78.36,CUST-2730
ORD-102814,2024-05-05,Stapler,Office Supplies,North America,Online,3,8.27,24.81,CUST-3039
ORD-103287,2024-05-05,Stapler,Office Supplies,Europe,Online,1,8.53,8.53,CUST-2962
ORD-100425,2024-05-05,Foam Roller,Fitness,Asia Pacific,Direct Sales,4,18.37,73.48,CUST-2380
ORD-103893,2024-05-06,Sticky Notes Pack,Office Supplies,Asia Pacific,Direct Sales,1,4.73,4.73,CUST-1913
ORD-101795,2024-05-06,Notebook Set,Office Supplies,North America,Direct Sales,3,9.27,27.81,CUST-2347
ORD-102348,2024-05-06,Foam Roller,Fitness,Europe,Online,1,17.85,17.85,CUST-2484
ORD-105666,2024-05-06,Bookshelf,Furniture,North America,Online,4,80.87,323.48,CUST-1955
ORD-100663,2024-05-06,Notebook Set,Office Supplies,Europe,Online,2,9.04,18.08,CUST-1423
ORD-104261,2024-05-06,Webcam HD,Electronics,Asia Pacific,Online,3,42.69,128.07,CUST-3851
ORD-100008,2024-05-06,Ergonomic Chair,Furniture,Europe,Direct Sales,2,209.73,419.46,CUST-3187
ORD-102899,2024-05-06,Desk Lamp,Furniture,North America,Retail Partner,5,24.57,122.85,CUST-3426
ORD-104885,2024-05-06,Bookshelf,Furniture,North America,Online,3,83.69,251.07,CUST-3333
ORD-100871,2024-05-06,Water Bottle,Fitness,Asia Pacific,Online,4,13.59,54.36,CUST-3270
ORD-100223,2024-05-06,Desk Lamp,Furniture,North America,Direct Sales,3,23.52,70.56,CUST-2768
ORD-105622,2024-05-06,Foam Roller,Fitness,Asia Pacific,Retail Partner,5,17.43,87.15,CUST-2868
ORD-101363,2024-05-06,Foam Roller,Fitness,Europe,Online,1,19.69,19.69,CUST-3059
ORD-107912,2024-05-06,Mechanical Keyboard,Electronics,North America,Online,5,78.87,394.35,CUST-1509
ORD-103503,2024-05-06,USB-C Hub,Electronics,Europe,Online,1,34.43,34.43,CUST-1378
ORD-102115,2024-05-06,Bookshelf,Furniture,North America,Retail Partner,4,83.81,335.24,CUST-3135
ORD-100652,2024-05-06,Foam Roller,Fitness,Europe,Online,1,18.9,18.9,CUST-3637
ORD-107951,2024-05-06,Stapler,Office Supplies,North America,Online,3,9.21,27.63,CUST-2445
ORD-106769,2024-05-07,Desk Lamp,Furniture,Asia Pacific,Online,5,26.11,130.55,CUST-1237
ORD-105795,2024-05-07,Stapler,Office Supplies,Europe,Online,3,8.44,25.32,CUST-3027
ORD-107492,2024-05-07,Notebook Set,Office Supplies,Europe,Online,4,10.36,41.44,CUST-2647
ORD-103831,2024-05-07,Desk Lamp,Furniture,North America,Online,1,25.32,25.32,CUST-1656
ORD-100338,2024-05-07,Stapler,Office Supplies,North America,Direct Sales,1,9.25,9.25,CUST-3042
ORD-107743,2024-05-07,Stapler,Office Supplies,North America,Direct Sales,2,9.24,18.48,CUST-2180
ORD-102772,2024-05-07,Resistance Bands,Fitness,Asia Pacific,Online,2,13.3,26.6,CUST-3905
ORD-102642,2024-05-07,Whiteboard,Office Supplies,Asia Pacific,Online,1,35.61,35.61,CUST-3983
ORD-107307,2024-05-07,Bookshelf,Furniture,Europe,Retail Partner,4,89.17,356.68,CUST-1260
ORD-107260,2024-05-07,Ergonomic Chair,Furniture,North America,Online,3,222.61,667.83,CUST-1212
ORD-103735,2024-05-07,Foam Roller,Fitness,Europe,Online,1,18.06,18.06,CUST-2389
ORD-104810,2024-05-07,Foam Roller,Fitness,North America,Online,2,18.68,37.36,CUST-2111
ORD-102495,2024-05-08,Foam Roller,Fitness,Europe,Direct Sales,2,18.93,37.86,CUST-2614
ORD-106173,2024-05-08,Water Bottle,Fitness,North America,Online,1,12.16,12.16,CUST-3398
ORD-104569,2024-05-08,Bookshelf,Furniture,Asia Pacific,Online,3,84.89,254.67,CUST-3394
ORD-105174,2024-05-08,Water Bottle,Fitness,Asia Pacific,Online,4,11.47,45.88,CUST-1746
ORD-102764,2024-05-08,Whiteboard,Office Supplies,Latin America,Online,1,38.31,38.31,CUST-1026
ORD-101739,2024-05-08,Desk Lamp,Furniture,Asia Pacific,Direct Sales,1,22.96,22.96,CUST-3834
ORD-104058,2024-05-08,Stapler,Office Supplies,Europe,Retail Partner,1,7.98,7.98,CUST-3722
ORD-105978,2024-05-09,Resistance Bands,Fitness,Europe,Online,4,12.88,51.52,CUST-3101
ORD-105493,2024-05-09,Bookshelf,Furniture,Europe,Online,5,91.72,458.6,CUST-2739
ORD-106100,2024-05-09,Water Bottle,Fitness,North America,Retail Partner,2,11.77,23.54,CUST-3819
ORD-101473,2024-05-09,Notebook Set,Office Supplies,North America,Online,3,9.52,28.56,CUST-2117
ORD-103078,2024-05-09,Stapler,Office Supplies,Asia Pacific,Retail Partner,3,7.71,23.13,CUST-2777
ORD-103582,2024-05-09,Desk Lamp,Furniture,North America,Online,4,22.17,88.68,CUST-3819
ORD-101871,2024-05-09,USB-C Hub,Electronics,North America,Online,3,34.01,102.03,CUST-2173
ORD-102473,2024-05-09,Monitor Arm,Furniture,Europe,Online,1,60.15,60.15,CUST-2165
ORD-107603,2024-05-09,Stapler,Office Supplies,North America,Retail Partner,1,8.0,8.0,CUST-2366
ORD-102869,2024-05-09,Stapler,Office Supplies,Asia Pacific,Online,2,9.09,18.18,CUST-1921
ORD-107752,2024-05-09,Resistance Bands,Fitness,Asia Pacific,Online,3,12.82,38.46,CUST-2680
ORD-106614,2024-05-09,Mechanical Keyboard,Electronics,Asia Pacific,Online,1,70.47,70.47,CUST-2149
ORD-105624,2024-05-10,Ergonomic Chair,Furniture,Europe,Online,2,221.04,442.08,CUST-2188
ORD-104118,2024-05-10,Whiteboard,Office Supplies,North America,Online,3,40.72,122.16,CUST-2572
ORD-103240,2024-05-10,Webcam HD,Electronics,Asia Pacific,Online,3,43.92,131.76,CUST-1304
ORD-105863,2024-05-10,Stapler,Office Supplies,North America,Online,2,8.61,17.22,CUST-3835
ORD-102359,2024-05-10,Mechanical Keyboard,Electronics,Asia Pacific,Online,1,83.16,83.16,CUST-3631
ORD-103241,2024-05-10,Standing Desk,Furniture,Europe,Online,1,301.89,301.89,CUST-2611
ORD-107254,2024-05-10,Mechanical Keyboard,Electronics,Asia Pacific,Retail Partner,1,79.05,79.05,CUST-3361
ORD-100734,2024-05-10,Whiteboard,Office Supplies,North America,Online,4,35.88,143.52,CUST-2277
ORD-103432,2024-05-10,Wireless Mouse,Electronics,Latin America,Online,2,19.16,38.32,CUST-3367
ORD-107849,2024-05-10,Webcam HD,Electronics,North America,Online,5,38.92,194.6,CUST-1980
ORD-101939,2024-05-10,Water Bottle,Fitness,Europe,Online,2,13.5,27.0,CUST-2113
ORD-105312,2024-05-10,Whiteboard,Office Supplies,Latin America,Retail Partner,3,35.4,106.2,CUST-3491
ORD-106977,2024-05-10,Whiteboard,Office Supplies,Europe,Online,4,34.84,139.36,CUST-1647
ORD-101744,2024-05-11,Foam Roller,Fitness,Europe,Online,5,19.87,99.35,CUST-2283
ORD-102276,2024-05-11,Standing Desk,Furniture,Europe,Online,3,298.53,895.59,CUST-2628
ORD-107303,2024-05-11,Bookshelf,Furniture,Asia Pacific,Retail Partner,4,82.29,329.16,CUST-3444
ORD-107966,2024-05-11,Water Bottle,Fitness,Europe,Direct Sales,2,13.12,26.24,CUST-1713
ORD-101071,2024-05-11,Foam Roller,Fitness,Europe,Retail Partner,5,20.13,100.65,CUST-3590
ORD-105275,2024-05-11,Water Bottle,Fitness,North America,Online,3,11.28,33.84,CUST-1409
ORD-104026,2024-05-11,Bookshelf,Furniture,North America,Online,4,78.44,313.76,CUST-2679
ORD-105995,2024-05-11,Stapler,Office Supplies,Europe,Online,2,8.77,17.54,CUST-1390
ORD-104653,2024-05-11,Water Bottle,Fitness,North America,Online,5,11.58,57.9,CUST-1017
ORD-104672,2024-05-11,Mechanical Keyboard,Electronics,North America,Online,3,79.36,238.08,CUST-3073
ORD-105689,2024-05-11,Sticky Notes Pack,Office Supplies,North America,Direct Sales,4,4.44,17.76,CUST-3908
ORD-107893,2024-05-11,Resistance Bands,Fitness,North America,Online,2,12.93,25.86,CUST-3961
ORD-102522,2024-05-11,Whiteboard,Office Supplies,North America,Retail Partner,2,37.92,75.84,CUST-3440
ORD-104995,2024-05-12,Foam Roller,Fitness,North America,Retail Partner,4,17.62,70.48,CUST-3745
ORD-107333,2024-05-12,Mechanical Keyboard,Electronics,Europe,Online,4,81.43,325.72,CUST-3062
ORD-107481,2024-05-12,Desk Lamp,Furniture,North America,Online,4,24.72,98.88,CUST-2779
ORD-106416,2024-05-12,Whiteboard,Office Supplies,Asia Pacific,Online,5,36.65,183.25,CUST-3606
ORD-101988,2024-05-12,Ergonomic Chair,Furniture,Latin America,Online,1,227.76,227.76,CUST-3421
ORD-103327,2024-05-12,Stapler,Office Supplies,North America,Online,5,8.71,43.55,CUST-2932
ORD-101987,2024-05-12,Ergonomic Chair,Furniture,Latin America,Online,3,240.19,720.57,CUST-3831
ORD-104604,2024-05-12,Sticky Notes Pack,Office Supplies,Asia Pacific,Online,5,5.17,25.85,CUST-2142
ORD-104754,2024-05-12,Ergonomic Chair,Furniture,North America,Online,5,217.02,1085.1,CUST-2625
ORD-107462,2024-05-12,Stapler,Office Supplies,Asia Pacific,Retail Partner,1,9.01,9.01,CUST-3717
ORD-103296,2024-05-12,Webcam HD,Electronics,Europe,Retail Partner,3,40.08,120.24,CUST-2381
ORD-103525,2024-05-12,Foam Roller,Fitness,Europe,Online,3,17.81,53.43,CUST-3162
ORD-106090,2024-05-12,Bookshelf,Furniture,Asia Pacific,Retail Partner,1,79.17,79.17,CUST-3067
ORD-105486,2024-05-13,Stapler,Office Supplies,North America,Online,4,9.16,36.64,CUST-1103
ORD-107321,2024-05-13,Mechanical Keyboard,Electronics,North America,Online,4,75.5,302.0,CUST-3118
ORD-101709,2024-05-13,Mechanical Keyboard,Electronics,Asia Pacific,Retail Partner,3,76.06,228.18,CUST-2410
ORD-107890,2024-05-13,Mechanical Keyboard,Electronics,North America,Online,1,83.33,83.33,CUST-3565
ORD-102443,2024-05-13,Foam Roller,Fitness,Asia Pacific,Online,2,20.28,40.56,CUST-1261
ORD-103231,2024-05-13,Bookshelf,Furniture,Asia Pacific,Online,1,86.16,86.16,CUST-1206
ORD-100141,2024-05-14,Adjustable Dumbbells,Fitness,North America,Online,3,133.08,399.24,CUST-2851
ORD-104586,2024-05-14,Fountain Pen,Office Supplies,North America,Retail Partner,2,22.62,45.24,CUST-3981
ORD-102469,2024-05-14,Standing Desk,Furniture,Europe,Retail Partner,4,343.08,1372.32,CUST-2117
ORD-105724,2024-05-14,Standing Desk,Furniture,Latin America,Retail Partner,1,328.83,328.83,CUST-3803
ORD-104187,2024-05-14,Foam Roller,Fitness,Asia Pacific,Online,5,19.49,97.45,CUST-1413
ORD-102601,2024-05-14,Mechanical Keyboard,Electronics,North America,Online,5,74.16,370.8,CUST-3593
ORD-102733,2024-05-14,Water Bottle,Fitness,Asia Pacific,Direct Sales,1,13.23,13.23,CUST-1667
ORD-103959,2024-05-14,Bookshelf,Furniture,North America,Retail Partner,2,87.28,174.56,CUST-3352
ORD-102664,2024-05-14,Mechanical Keyboard,Electronics,Asia Pacific,Online,3,69.84,209.52,CUST-1614
ORD-102461,2024-05-14,Yoga Mat,Fitness,North America,Online,2,31.48,62.96,CUST-3474
ORD-105039,2024-05-14,Webcam HD,Electronics,Europe,Online,5,41.79,208.95,CUST-3528
ORD-105751,2024-05-15,Fountain Pen,Office Supplies,Europe,Retail Partner,1,22.75,22.75,CUST-2608
ORD-103178,2024-05-15,Water Bottle,Fitness,Asia Pacific,Direct Sales,1,11.39,11.39,CUST-1275
ORD-103475,2024-05-15,Foam Roller,Fitness,Latin America,Direct Sales,3,18.62,55.86,CUST-3362
ORD-102838,2024-05-15,Desk Lamp,Furniture,Europe,Retail Partner,1,24.98,24.98,CUST-3345
ORD-103017,2024-05-15,USB-C Hub,Electronics,Asia Pacific,Online,5,31.58,157.9,CUST-1842
ORD-102552,2024-05-15,Adjustable Dumbbells,Fitness,North America,Direct Sales,5,129.34,646.7,CUST-1631
ORD-101394,2024-05-15,Whiteboard,Office Supplies,Latin America,Online,4,36.3,145.2,CUST-3010
ORD-101581,2024-05-15,USB-C Hub,Electronics,Europe,Direct Sales,5,33.4,167.0,CUST-2294
ORD-103585,2024-05-15,Foam Roller,Fitness,North America,Online,3,18.7,56.1,CUST-1687
ORD-105569,2024-05-15,Standing Desk,Furniture,Latin America,Online,2,352.74,705.48,CUST-2540
ORD-103682,2024-05-15,Bookshelf,Furniture,North America,Direct Sales,2,85.11,170.22,CUST-1009
ORD-106117,2024-05-15,Whiteboard,Office Supplies,North America,Retail Partner,4,36.23,144.92,CUST-3141
ORD-106388,2024-05-15,Bookshelf,Furniture,Latin America,Online,3,86.98,260.94,CUST-3588
ORD-104555,2024-05-15,Bookshelf,Furniture,Europe,Online,5,80.62,403.1,CUST-1310
ORD-107275,2024-05-15,Ergonomic Chair,Furniture,North America,Online,1,235.49,235.49,CUST-2365
ORD-103669,2024-05-16,Water Bottle,Fitness,Asia Pacific,Online,5,11.26,56.3,CUST-2907
ORD-107970,2024-05-16,Stapler,Office Supplies,Asia Pacific,Online,3,7.76,23.28,CUST-3753
ORD-105956,2024-05-16,Stapler,Office Supplies,Europe,Online,4,8.6,34.4,CUST-3679
ORD-107841,2024-05-16,Whiteboard,Office Supplies,North America,Online,5,37.39,186.95,CUST-1003
ORD-100963,2024-05-16,Whiteboard,Office Supplies,North America,Online,1,36.02,36.02,CUST-3870
ORD-100902,2024-05-17,Foam Roller,Fitness,Asia Pacific,Online,2,19.83,39.66,CUST-3397
ORD-101354,2024-05-17,Foam Roller,Fitness,North America,Online,4,19.8,79.2,CUST-1904
ORD-102357,2024-05-17,Yoga Mat,Fitness,North America,Retail Partner,5,29.8,149.0,CUST-3634
ORD-107711,2024-05-17,Ergonomic Chair,Furniture,North America,Online,2,235.6,471.2,CUST-1070
ORD-102193,2024-05-17,Desk Lamp,Furniture,Europe,Online,2,23.4,46.8,CUST-3860
ORD-105544,2024-05-17,Mechanical Keyboard,Electronics,Latin America,Retail Partner,3,79.99,239.97,CUST-2014
ORD-102873,2024-05-17,Bookshelf,Furniture,Europe,Retail Partner,5,78.33,391.65,CUST-2362
ORD-105655,2024-05-17,Standing Desk,Furniture,Europe,Online,3,365.63,1096.89,CUST-1381
ORD-106972,2024-05-17,Bookshelf,Furniture,Europe,Online,1,89.01,89.01,CUST-2049
ORD-103951,2024-05-17,Water Bottle,Fitness,North America,Retail Partner,3,11.45,34.35,CUST-2679
ORD-105548,2024-05-17,Whiteboard,Office Supplies,Asia Pacific,Online,5,38.98,194.9,CUST-2373
ORD-107207,2024-05-17,Mechanical Keyboard,Electronics,North America,Online,2,69.97,139.94,CUST-2510
ORD-103443,2024-05-18,Mechanical Keyboard,Electronics,North America,Online,3,70.85,212.55,CUST-3958
ORD-107320,2024-05-18,Webcam HD,Electronics,Asia Pacific,Retail Partner,2,46.2,92.4,CUST-1822
ORD-102393,2024-05-18,Whiteboard,Office Supplies,Asia Pacific,Online,3,38.22,114.66,CUST-1734
ORD-107728,2024-05-18,Mechanical Keyboard,Electronics,North America,Online,5,79.59,397.95,CUST-1605
ORD-107581,2024-05-18,Mechanical Keyboard,Electronics,North America,Direct Sales,2,68.95,137.9,CUST-3020
ORD-106202,2024-05-18,Mechanical Keyboard,Electronics,North America,Online,4,73.6,294.4,CUST-1218
ORD-102702,2024-05-18,USB-C Hub,Electronics,North America,Online,5,32.54,162.7,CUST-2088
ORD-107626,2024-05-18,Water Bottle,Fitness,Latin America,Online,1,11.46,11.46,CUST-2667
ORD-103868,2024-05-18,Whiteboard,Office Supplies,Latin America,Online,3,34.04,102.12,CUST-1927
ORD-105566,2024-05-18,Desk Lamp,Furniture,North America,Online,2,21.3,42.6,CUST-1731
ORD-104802,2024-05-18,Mechanical Keyboard,Electronics,Asia Pacific,Online,4,79.04,316.16,CUST-1304
ORD-107973,2024-05-18,Notebook Set,Office Supplies,Europe,Online,5,9.44,47.2,CUST-2986
ORD-107472,2024-05-18,Mechanical Keyboard,Electronics,Latin America,Online,4,72.69,290.76,CUST-3770
ORD-106659,2024-05-19,Bookshelf,Furniture,Europe,Online,1,86.59,86.59,CUST-1241
ORD-106161,2024-05-19,Whiteboard,Office Supplies,Europe,Online,4,35.7,142.8,CUST-2634
ORD-101838,2024-05-19,Water Bottle,Fitness,Asia Pacific,Online,4,12.74,50.96,CUST-3017
ORD-107536,2024-05-19,Foam Roller,Fitness,North America,Online,2,20.46,40.92,CUST-1219
ORD-104929,2024-05-19,Bookshelf,Furniture,Asia Pacific,Retail Partner,1,77.02,77.02,CUST-3614
ORD-103412,2024-05-19,Bookshelf,Furniture,Asia Pacific,Online,3,79.55,238.65,CUST-1587
ORD-105661,2024-05-19,USB-C Hub,Electronics,North America,Retail Partner,2,35.65,71.3,CUST-2711
ORD-105883,2024-05-19,Mechanical Keyboard,Electronics,Latin America,Direct Sales,4,68.4,273.6,CUST-2274
ORD-102298,2024-05-19,Stapler,Office Supplies,Asia Pacific,Online,1,9.34,9.34,CUST-1286
ORD-101256,2024-05-19,Water Bottle,Fitness,North America,Online,5,12.55,62.75,CUST-1671
ORD-105771,2024-05-19,Standing Desk,Furniture,North America,Online,3,353.07,1059.21,CUST-2054
ORD-103621,2024-05-19,Whiteboard,Office Supplies,Asia Pacific,Retail Partner,5,38.27,191.35,CUST-1045
ORD-107534,2024-05-19,Water Bottle,Fitness,North America,Direct Sales,5,12.56,62.8,CUST-3220
ORD-106162,2024-05-20,Bookshelf,Furniture,Asia Pacific,Direct Sales,3,81.02,243.06,CUST-2831
ORD-105586,2024-05-20,Whiteboard,Office Supplies,North America,Retail Partner,2,35.57,71.14,CUST-3061
ORD-107138,2024-05-20,Bookshelf,Furniture,North America,Online,5,94.35,471.75,CUST-3432
ORD-103313,2024-05-20,Resistance Bands,Fitness,Latin America,Retail Partner,5,12.94,64.7,CUST-1782
ORD-103180,2024-05-20,Notebook Set,Office Supplies,North America,Retail Partner,5,9.16,45.8,CUST-1353
ORD-102240,2024-05-20,Whiteboard,Office Supplies,Asia Pacific,Direct Sales,1,41.66,41.66,CUST-1270
ORD-103849,2024-05-20,Mechanical Keyboard,Electronics,North America,Online,1,71.83,71.83,CUST-1471
ORD-103881,2024-05-20,Monitor Arm,Furniture,Europe,Retail Partner,5,58.47,292.35,CUST-2265
ORD-103470,2024-05-20,Fountain Pen,Office Supplies,North America,Online,3,20.21,60.63,CUST-1490
ORD-103713,2024-05-20,Standing Desk,Furniture,North America,Retail Partner,4,333.16,1332.64,CUST-3752
ORD-102746,2024-05-20,Bookshelf,Furniture,Asia Pacific,Online,3,80.61,241.83,CUST-2954
ORD-103028,2024-05-20,Foam Roller,Fitness,Asia Pacific,Retail Partner,1,18.96,18.96,CUST-1610
ORD-100362,2024-05-20,Whiteboard,Office Supplies,North America,Retail Partner,1,36.0,36.0,CUST-1071
